#Organism group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation source	Isolation type	SNP cluster	Min-same	Min-diff	BioSample	Assembly	AMR genotypes core	Computed types
Salmonella enterica	HAZEL-301	"HAZEL-301"	Braenderup	PDT001107370.1	2021-08-10T17:16:33Z	Tanzania: Arusha	environmental	environmental/other	PDS000093731.2	0		SAMN13906204	GCA_019514655.1		antigen_formula=7:e,h:e,n,z15,serotype=Braenderup
Salmonella enterica	HAZEL-298	"HAZEL-298"	Braenderup	PDT001107371.1	2021-08-10T17:16:42Z	Tanzania: Arusha	environmental	environmental/other	PDS000093731.2	0		SAMN13906201	GCA_019514675.1		antigen_formula=7:e,h:e,n,z15,serotype=Braenderup
Salmonella enterica	HAZEL-208	"HAZEL-208"	Karamoja	PDT001107449.1	2021-08-10T17:27:01Z	Tanzania: Moshi	environmental	environmental/other	PDS000094460.1	1		SAMN13906113	GCA_019516945.1		antigen_formula=40:z41:1,2,serotype=Karamoja
Salmonella enterica	HAZEL-206	"HAZEL-206"	Karamoja	PDT001107451.1	2021-08-10T17:27:14Z	Tanzania: Moshi	environmental	environmental/other	PDS000094460.1	2		SAMN13906111	GCA_019516995.1		antigen_formula=40:z41:1,2,serotype=Karamoja
Salmonella enterica	HAZEL-207	"HAZEL-207"	Karamoja	PDT001107452.1	2021-08-10T17:27:22Z	Tanzania: Moshi	environmental	environmental/other	PDS000094460.1	0		SAMN13906112	GCA_019517025.1		antigen_formula=40:z41:1,2,serotype=Karamoja
Salmonella enterica	HAZEL-204	"HAZEL-204"	Karamoja	PDT001107453.1	2021-08-10T17:27:31Z	Tanzania: Moshi	environmental	environmental/other	PDS000094460.1	0		SAMN13906109	GCA_019517045.1		antigen_formula=40:z41:1,2,serotype=Karamoja
Salmonella enterica	HAZEL-205	"HAZEL-205"	Karamoja	PDT001107454.1	2021-08-10T17:27:35Z	Tanzania: Moshi	environmental	environmental/other	PDS000094460.1	1		SAMN13906110	GCA_019517065.1		antigen_formula=40:z41:1,2,serotype=Karamoja
Salmonella enterica	HAZEL-201	"HAZEL-201"	Karamoja	PDT001107455.1	2021-08-10T17:27:49Z	Tanzania: Moshi	environmental	environmental/other	PDS000094460.1	0		SAMN13906106	GCA_019517085.1		antigen_formula=40:z41:1,2,serotype=Karamoja
Salmonella enterica	HAZEL-200	"HAZEL-200"	Karamoja	PDT001107457.1	2021-08-10T17:27:59Z	Tanzania: Moshi	environmental	environmental/other	PDS000094460.1	0		SAMN13906105	GCA_019517105.1		antigen_formula=40:z41:1,2,serotype=Karamoja
Salmonella enterica	HAZEL-101	"HAZEL-101"	Karamoja	PDT001107546.1	2021-08-10T17:39:34Z	Tanzania: Moshi	meat	environmental/other	PDS000094460.1	1		SAMN13906010	GCA_019519145.1		antigen_formula=40:z41:1,2,serotype=Karamoja
Salmonella enterica	HAZEL-100	"HAZEL-100"	Karamoja	PDT001107549.1	2021-08-10T17:39:46Z	Tanzania: Moshi	meat	environmental/other	PDS000094460.1	1		SAMN13906009	GCA_019519205.1		antigen_formula=40:z41:1,2,serotype=Karamoja
Salmonella enterica	HAZEL-069	"HAZEL-069"	Karamoja	PDT001107571.1	2021-08-10T17:42:27Z	Tanzania: Moshi	meat	environmental/other	PDS000094460.1	0		SAMN13905979	GCA_019519645.1		antigen_formula=40:z41:1,2,serotype=Karamoja
Salmonella enterica	HAZEL-073	"HAZEL-073"	Karamoja	PDT001107573.1	2021-08-10T17:42:33Z	Tanzania: Moshi	meat	environmental/other	PDS000094460.1	0		SAMN13905983	GCA_019519685.1		antigen_formula=40:z41:1,2,serotype=Karamoja
Salmonella enterica	HAZEL-068	"HAZEL-068"	Karamoja	PDT001107574.1	2021-08-10T17:42:47Z	Tanzania: Moshi	meat	environmental/other	PDS000094460.1	0		SAMN13905978	GCA_019519705.1		antigen_formula=40:z41:1,2,serotype=Karamoja
Salmonella enterica	HZ274	"HZ274"	Virchow	PDT001098572.1	2021-07-27T18:46:08Z	Tanzania: Moshi	environmental	environmental/other	PDS000001929.11	2	3	SAMN13906450	GCA_019360015.1	aph(3'')-Ib=PARTIAL,blaTEM=PARTIAL,bleO=COMPLETE,qnrS1=COMPLETE	antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica	HZ239	"HZ239"	Virchow	PDT001098599.1	2021-07-27T18:49:29Z	Tanzania: Moshi		environmental/other	PDS000001929.11	2	3	SAMN13906415	GCA_019360585.1	blaTEM=PARTIAL,bleO=COMPLETE,qnrS1=COMPLETE	antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica	HAZEL-293	"HAZEL-293"	Virchow	PDT001107376.1	2021-08-10T17:17:25Z	Tanzania: Moshi	environmental	environmental/other	PDS000001929.11	1	2	SAMN13906196	GCA_019514865.1	blaTEM=PARTIAL,bleO=COMPLETE,qnrS1=COMPLETE	antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica	HAZEL-292	"HAZEL-292"	Virchow	PDT001107377.1	2021-08-10T17:17:35Z	Tanzania: Moshi	environmental	environmental/other	PDS000001929.11	0	1	SAMN13906195	GCA_019514895.1	blaTEM=PARTIAL,bleO=COMPLETE,qnrS1=COMPLETE	antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica	HAZEL-274	"HAZEL-274"	Virchow	PDT001107392.1	2021-08-10T17:19:52Z	Tanzania: Moshi		environmental/other	PDS000001929.11	0	1	SAMN13906177	GCA_019515335.1	blaTEM=PARTIAL,bleO=COMPLETE,qnrS1=COMPLETE	antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica	HAZEL-275	"HAZEL-275"	Virchow	PDT001107393.1	2021-08-10T17:19:59Z	Tanzania: Moshi		environmental/other	PDS000001929.11	1	2	SAMN13906178	GCA_019515385.1	blaTEM=PARTIAL,bleO=COMPLETE,qnrS1=COMPLETE	antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica	HAZEL-057	"HAZEL-057"	Virchow	PDT001107581.1	2021-08-10T17:43:38Z	Tanzania: Arusha	meat	environmental/other	PDS000001929.11	3	3	SAMN13905967	GCA_019519845.1		antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica	HAZEL-058	"HAZEL-058"	Virchow	PDT001107582.1	2021-08-10T17:43:40Z	Tanzania: Arusha	meat	environmental/other	PDS000001929.11	5	6	SAMN13905968	GCA_019519855.1		antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica	HAZEL-056	"HAZEL-056"	Virchow	PDT001107584.1	2021-08-10T17:43:57Z	Tanzania: Arusha	meat	environmental/other	PDS000001929.11	1	1	SAMN13905966	GCA_019519905.1		antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica	HAZEL-054	"HAZEL-054"	Virchow	PDT001107585.1	2021-08-10T17:44:06Z	Tanzania: Arusha	meat	environmental/other	PDS000001929.11	1	0	SAMN13905964	GCA_019519925.1		antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica	HAZEL-053	"HAZEL-053"	Virchow	PDT001107586.1	2021-08-10T17:44:11Z	Tanzania: Arusha	meat	environmental/other	PDS000001929.11	3	4	SAMN13905963	GCA_019519945.1		antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica	HAZEL-055	"HAZEL-055"	Virchow	PDT001107587.1	2021-08-10T17:44:13Z	Tanzania: Arusha	meat	environmental/other	PDS000001929.11	1	1	SAMN13905965	GCA_019519955.1		antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica	HAZEL-052	"HAZEL-052"	Virchow	PDT001107588.1	2021-08-10T17:44:19Z	Tanzania: Arusha	meat	environmental/other	PDS000001929.11	3	3	SAMN13905962	GCA_019519985.1		antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica	HZ238	"HZ238"	Orion	PDT001098602.1	2021-07-27T18:49:42Z	Tanzania: Arusha	carcass	environmental/other	PDS000093737.2	0		SAMN13906414	GCA_019360635.1		antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HZ237	"HZ237"	Orion	PDT001098603.1	2021-07-27T18:49:52Z	Tanzania: Arusha	carcass	environmental/other	PDS000093737.2	0		SAMN13906413	GCA_019360655.1		antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HAZEL-219	"HAZEL-219"	Orion	PDT001107443.1	2021-08-10T17:26:15Z	Tanzania: Arusha	environmental	environmental/other	PDS000093737.2	2		SAMN13906124	GCA_019516765.1		antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HAZEL-217	"HAZEL-217"	Orion	PDT001107444.1	2021-08-10T17:26:31Z	Tanzania: Arusha	environmental	environmental/other	PDS000093737.2	1		SAMN13906122	GCA_019516805.1	blaTEM-1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HAZEL-218	"HAZEL-218"	Orion	PDT001107445.1	2021-08-10T17:26:32Z	Tanzania: Arusha	environmental	environmental/other	PDS000093737.2	1		SAMN13906123	GCA_019516815.1	blaTEM-1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HAZEL-216	"HAZEL-216"	Orion	PDT001107446.1	2021-08-10T17:26:37Z	Tanzania: Arusha	environmental	environmental/other	PDS000093737.2	0		SAMN13906121	GCA_019516845.1	blaTEM-1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HAZEL-215	"HAZEL-215"	Orion	PDT001107448.1	2021-08-10T17:26:51Z	Tanzania: Arusha	environmental	environmental/other	PDS000093737.2	1		SAMN13906120	GCA_019516925.1	blaTEM-1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HAZEL-110	"HAZEL-110"	Orion	PDT001107534.1	2021-08-10T17:38:06Z	Tanzania: Moshi	meat	environmental/other	PDS000093737.2	7		SAMN13906019	GCA_019518905.1		antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HAZEL-109	"HAZEL-109"	Orion	PDT001107537.1	2021-08-10T17:38:24Z	Tanzania: Moshi	meat	environmental/other	PDS000093737.2	7		SAMN13906018	GCA_019518965.1		antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HAZEL-093	"HAZEL-093"	Orion	PDT001107552.1	2021-08-10T17:40:11Z	Tanzania: Arusha	meat	environmental/other	PDS000093737.2	1		SAMN13906002	GCA_019519265.1		antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HAZEL-091	"HAZEL-091"	Orion	PDT001107554.1	2021-08-10T17:40:18Z	Tanzania: Arusha	meat	environmental/other	PDS000093737.2	1		SAMN13906000	GCA_019519295.1		antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HAZEL-092	"HAZEL-092"	Orion	PDT001107555.1	2021-08-10T17:40:23Z	Tanzania: Arusha	meat	environmental/other	PDS000093737.2	0		SAMN13906001	GCA_019519325.1		antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HAZEL-090	"HAZEL-090"	Orion	PDT001107556.1	2021-08-10T17:40:33Z	Tanzania: Arusha	meat	environmental/other	PDS000093737.2	1		SAMN13905999	GCA_019519345.1		antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HAZEL-089	"HAZEL-089"	Orion	PDT001107557.1	2021-08-10T17:40:44Z	Tanzania: Arusha	meat	environmental/other	PDS000093737.2	1		SAMN13905998	GCA_019519365.1		antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HAZEL-088	"HAZEL-088"	Orion	PDT001107558.1	2021-08-10T17:40:49Z	Tanzania: Arusha	meat	environmental/other	PDS000093737.2	0		SAMN13905997	GCA_019519385.1		antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HAZEL-087	"HAZEL-087"	Orion	PDT001107559.1	2021-08-10T17:41:00Z	Tanzania: Arusha	meat	environmental/other	PDS000093737.2	2		SAMN13905996	GCA_019519405.1	blaTEM-1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HAZEL-086	"HAZEL-086"	Orion	PDT001107560.1	2021-08-10T17:41:00Z	Tanzania: Arusha	meat	environmental/other	PDS000093737.2	2		SAMN13905995	GCA_019519415.1	blaTEM-1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HAZEL-045	"HAZEL-045"	Orion	PDT001107594.1	2021-08-10T17:45:10Z	Tanzania: Moshi	meat	environmental/other	PDS000093737.2	2		SAMN13905955	GCA_019520105.1		antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HAZEL-044	"HAZEL-044"	Orion	PDT001107595.1	2021-08-10T17:45:15Z	Tanzania: Moshi	meat	environmental/other	PDS000093737.2	3		SAMN13905954	GCA_019520125.1		antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	CFSAN031370	"CFSAN031370","ICOPHAI16681","SRS1039558"		PDT000105281.4	2018-06-26T23:04:40Z	Tanzania	feces swine	environmental/other	PDS000023881.8	0	26	SAMN03576904	GCA_005900125.1		antigen_formula=8:z10:e,n,x,serotype=Hadar
Salmonella enterica	CFSAN031399	"CFSAN031399","ICOPHAI16763","SRS1039565"		PDT000105288.4	2018-06-26T23:04:43Z	Tanzania	feces (Bos taurus)	environmental/other	PDS000023881.8	30	26	SAMN03576933	GCA_005900145.1		antigen_formula=8:z10:e,n,x,serotype=Hadar
Salmonella enterica	CFSAN031392	"CFSAN031392","ICOPHAI16731","SRS1039673"		PDT000105311.4	2018-06-26T23:04:43Z	Tanzania	feces swine	environmental/other	PDS000023881.8	0	26	SAMN03576926	GCA_005900165.1		antigen_formula=8:z10:e,n,x,serotype=Hadar
Salmonella enterica	CFSAN031404	"CFSAN031404","ICOPHAI16768","SRS1039674"		PDT000105313.4	2018-06-26T23:04:59Z	Tanzania	feces bovine	environmental/other	PDS000023881.8	0	26	SAMN03576938	GCA_005901625.1		antigen_formula=8:z10:e,n,x,serotype=Hadar
Salmonella enterica	HAZEL-012	"HAZEL-012"	Hadar	PDT001107627.1	2021-08-10T17:53:48Z	Tanzania: Moshi	feces	environmental/other	PDS000023881.8	1	9	SAMN13905922	GCA_019521285.1		antigen_formula=8:z10:e,n,x,serotype=Hadar
Salmonella enterica	HAZEL-011	"HAZEL-011"	Hadar	PDT001107631.1	2021-08-10T17:54:24Z	Tanzania: Moshi	feces	environmental/other	PDS000023881.8	1	10	SAMN13905921	GCA_019521385.1		antigen_formula=8:z10:e,n,x,serotype=Hadar
Salmonella enterica	HZ243	"HZ243"	II 1,13,23:z29:e,n,x	PDT001088816.1	2021-07-08T13:47:35Z	Tanzania: Moshi	environmental	environmental/other	PDS000141991.1	1	27	SAMN13906419	GCA_019173875.1	aph(3'')-Ib=PARTIAL_END_OF_CONTIG	antigen_formula=13:z29:e,n,x,serotype=II [1],13,23:z29:e,n,x
Salmonella enterica	HAZEL-197	"HAZEL-197"	II 1,13,23:z29:e,n,x	PDT001090861.1	2021-07-15T21:24:22Z	Tanzania: Moshi	environmental	environmental/other	PDS000141991.1	5	32	SAMN13906102	GCA_019248995.1		antigen_formula=13:z29:e,n,x,serotype=II [1],13,23:z29:e,n,x
Salmonella enterica	HAZEL-198	"HAZEL-198"	II 1,13,23:z29:e,n,x	PDT001090862.1	2021-07-15T21:24:33Z	Tanzania: Moshi	environmental	environmental/other	PDS000141991.1	27	36	SAMN13906103	GCA_019249005.1		antigen_formula=13:z29:e,n,x,serotype=II [1],13,23:z29:e,n,x or II 13,22:z29:e,n,x
Salmonella enterica	HAZEL-196	"HAZEL-196"	II 1,13,23:z29:e,n,x	PDT001090863.1	2021-07-15T21:24:40Z	Tanzania: Moshi	environmental	environmental/other	PDS000141991.1	4	31	SAMN13906101	GCA_019249015.1		antigen_formula=13:z29:e,n,x,serotype=II [1],13,23:z29:e,n,x or II 13,22:z29:e,n,x
Salmonella enterica	HAZEL-199	"HAZEL-199"	II 1,13,23:z29:e,n,x	PDT001090864.1	2021-07-15T21:24:47Z	Tanzania: Moshi	environmental	environmental/other	PDS000141991.1	2	29	SAMN13906104	GCA_019249025.1		antigen_formula=13:z29:e,n,x,serotype=II [1],13,23:z29:e,n,x or II 13,22:z29:e,n,x
Salmonella enterica	HAZEL-195	"HAZEL-195"	II 1,13,23:z29:e,n,x	PDT001090865.1	2021-07-15T21:24:50Z	Tanzania: Moshi	environmental	environmental/other	PDS000141991.1	1	28	SAMN13906100	GCA_019249055.1		antigen_formula=13:z29:e,n,x,serotype=II [1],13,23:z29:e,n,x
Salmonella enterica	S. II 35: g,m,s,t:- (6)	"Adult scavenging local chickens","S. II 35: g,m,s,t:- (6)","SRS6094823","TZ_8"	35:g,m,s,t:-	PDT001251327.1	2022-02-17T23:29:26Z	Tanzania	Faeces sampled by cloacal swab	environmental/other	PDS000106580.1	0		SAMN13964334	GCA_022596015.1		antigen_formula=35:g,m,s,t:-,serotype=II 35:g,m,s,t:-
Salmonella enterica	S. II 35: g,m,s,t:- (5)	"Adult scavenging local chickens","S. II 35: g,m,s,t:- (5)","SRS6094820","TZ_5"	35:g,m,s,t:-	PDT001251330.1	2022-02-17T23:29:27Z	Tanzania	Faeces sampled by cloacal swab	environmental/other	PDS000106580.1	0		SAMN13964331	GCA_022596255.1		antigen_formula=35:g,m,s,t:-,serotype=II 35:g,m,s,t:-
Salmonella enterica	S. II 35: g,m,s,t:- (4)	"Adult scavenging local chickens","S. II 35: g,m,s,t:- (4)","SRS6094821","TZ_4"	35:g,m,s,t:-	PDT001251331.1	2022-02-17T23:29:27Z	Tanzania	Faeces sampled by cloacal swab	environmental/other	PDS000106580.1	0		SAMN13964330	GCA_022596235.1		antigen_formula=35:g,m,s,t:-,serotype=II 35:g,m,s,t:-
Salmonella enterica	S. II 35: g,m,s,t:- (3)	"Adult scavenging local chickens","S. II 35: g,m,s,t:- (3)","SRS6094819","TZ_3"	35:g,m,s,t:-	PDT001251332.1	2022-02-17T23:29:27Z	Tanzania	Faeces sampled by cloacal swab	environmental/other	PDS000106580.1	0		SAMN13964329	GCA_022596215.1		antigen_formula=35:g,m,s,t:-,serotype=II 35:g,m,s,t:-
Salmonella enterica	S. II 35: g,m,s,t:- (10)	"Adult scavenging local chickens","S. II 35: g,m,s,t:- (10)","SRS6094816","TZ_18"	35:g,m,s,t:-	PDT001251335.1	2022-02-17T23:29:28Z	Tanzania	Faeces sampled by cloacal swab	environmental/other	PDS000106580.1	0		SAMN13964344	GCA_022598515.1		antigen_formula=35:g,m,s,t:-,serotype=II 35:g,m,s,t:-
Salmonella enterica	S. II 35: g,m,s,t:- (9)	"Adult scavenging local chickens","S. II 35: g,m,s,t:- (9)","SRS6094814","TZ_17"	35:g,m,s,t:-	PDT001251336.1	2022-02-17T23:29:28Z	Tanzania	Faeces sampled by cloacal swab	environmental/other	PDS000106580.1	0		SAMN13964343	GCA_022596175.1		antigen_formula=35:g,m,s,t:-,serotype=II 35:g,m,s,t:-
Salmonella enterica	S. II 35: g,m,s,t:- (8)	"Adult scavenging local chickens","S. II 35: g,m,s,t:- (8)","SRS6094815","TZ_16"	35:g,m,s,t:-	PDT001251337.1	2022-02-17T23:29:29Z	Tanzania	Faeces sampled by cloacal swab	environmental/other	PDS000106580.1	0		SAMN13964342	GCA_022595955.1		antigen_formula=35:g,m,s,t:-,serotype=II 35:g,m,s,t:-
Salmonella enterica	S. II 35: g,m,s,t:- (7)	"Adult scavenging local chickens","S. II 35: g,m,s,t:- (7)","SRS6094811","TZ_14"	35:g,m,s,t:-	PDT001251339.1	2022-02-17T23:29:29Z	Tanzania	Faeces sampled by cloacal swab	environmental/other	PDS000106580.1	0		SAMN13964340	GCA_022597995.1		antigen_formula=35:g,m,s,t:-,serotype=II 35:g,m,s,t:-
Salmonella enterica	S. II 35: g,m,s,t:- (2)	"Adult scavenging local chickens","S. II 35: g,m,s,t:- (2)","SRS6094807","TZ_2"	35:g,m,s,t:-	PDT001251343.1	2022-02-17T23:29:30Z	Tanzania	Faeces sampled by cloacal swab	environmental/other	PDS000106580.1	0		SAMN13964328	GCA_022595915.1		antigen_formula=35:g,m,s,t:-,serotype=II 35:g,m,s,t:-
Salmonella enterica	S. II 35: g,m,s,t:- (1)	"Adult scavenging local chickens","S. II 35: g,m,s,t:- (1)","SRS6094808","TZ_1"	35:g,m,s,t:-	PDT001251344.1	2022-02-17T23:29:31Z	Tanzania	Faeces sampled by cloacal swab	environmental/other	PDS000106580.1	0		SAMN13964327	GCA_022595895.1		antigen_formula=35:g,m,s,t:-,serotype=II 35:g,m,s,t:-
Salmonella enterica	HAZEL-113	"HAZEL-113"	42:r:-	PDT001107536.1	2021-08-10T17:38:12Z	Tanzania: Moshi	meat	environmental/other	PDS000093712.4	36	26	SAMN13906022	GCA_019518945.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	HAZEL-094	"HAZEL-094"	42:r:-	PDT001090869.1	2021-07-15T21:26:53Z	Tanzania: Moshi	meat	environmental/other	PDS000094480.1	8		SAMN13906003	GCA_019249155.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	HAZEL-120	"HAZEL-120"	42:r:-	PDT001107526.1	2021-08-10T17:37:05Z	Tanzania: Moshi	meat	environmental/other	PDS000094480.1	20		SAMN13906029	GCA_019518745.1		antigen_formula=-:r:-,serotype=II -:r:-
Salmonella enterica	HAZEL-119	"HAZEL-119"	42:r:-	PDT001107529.1	2021-08-10T17:37:25Z	Tanzania: Moshi	meat	environmental/other	PDS000094480.1	20		SAMN13906028	GCA_019518805.1		antigen_formula=-:r:-,serotype=II -:r:-
Salmonella enterica	HAZEL-095	"HAZEL-095"	42:r:-	PDT001107551.1	2021-08-10T17:40:06Z	Tanzania: Moshi	meat	environmental/other	PDS000094480.1	8		SAMN13906004	GCA_019519245.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	HAZEL-049	"HAZEL-049"	42:r:-	PDT001107591.1	2021-08-10T17:44:43Z	Tanzania: Moshi	meat	environmental/other	PDS000094480.1	4		SAMN13905959	GCA_019520035.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	HAZEL-048	"HAZEL-048"	42:r:-	PDT001107592.1	2021-08-10T17:44:56Z	Tanzania: Moshi	meat	environmental/other	PDS000094480.1	4		SAMN13905958	GCA_019520065.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	HAZEL-041	"HAZEL-041"	42:r:-	PDT001107598.1	2021-08-10T17:47:07Z	Tanzania: Moshi	meat	environmental/other	PDS000094480.1	1		SAMN13905951	GCA_019520175.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	HAZEL-040	"HAZEL-040"	42:r:-	PDT001107600.1	2021-08-10T17:47:13Z	Tanzania: Moshi	meat	environmental/other	PDS000094480.1	1		SAMN13905950	GCA_019520225.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	HZ255	"HZ255"	42:r:-	PDT001098589.1	2021-07-27T18:48:12Z	Tanzania: Arusha	environmental	environmental/other	PDS000093722.2	0		SAMN13906431	GCA_019360375.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	HZ254	"HZ254"	42:r:-	PDT001098590.1	2021-07-27T18:48:17Z	Tanzania: Arusha	environmental	environmental/other	PDS000093722.2	0		SAMN13906430	GCA_019360395.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	HZ253	"HZ253"	42:r:-	PDT001098592.1	2021-07-27T18:48:37Z	Tanzania: Arusha	environmental	environmental/other	PDS000093722.2	0		SAMN13906429	GCA_019360435.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	HZ252	"HZ252"	42:r:-	PDT001098593.1	2021-07-27T18:48:45Z	Tanzania: Arusha	environmental	environmental/other	PDS000093722.2	0		SAMN13906428	GCA_019360455.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	HAZEL-081	"HAZEL-081"	42:r:-	PDT001107565.1	2021-08-10T17:41:39Z	Tanzania: Arusha	meat	environmental/other	PDS000093722.2	1		SAMN13905990	GCA_019519525.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	HAZEL-080	"HAZEL-080"	42:r:-	PDT001107567.1	2021-08-10T17:41:55Z	Tanzania: Arusha	meat	environmental/other	PDS000093722.2	2		SAMN13905989	GCA_019519565.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	HAZEL-061	"HAZEL-061"	42:r:-	PDT001107579.1	2021-08-10T17:43:12Z	Tanzania: Arusha	meat	environmental/other	PDS000093722.2	0		SAMN13905971	GCA_019519805.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	HAZEL-060	"HAZEL-060"	42:r:-	PDT001107580.1	2021-08-10T17:43:32Z	Tanzania: Arusha	meat	environmental/other	PDS000093722.2	2		SAMN13905970	GCA_019519825.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	HZ272	"HZ272"	Durban	PDT001098574.1	2021-07-27T18:46:28Z	Tanzania: Moshi	environmental	environmental/other	PDS000093723.1	0	31	SAMN13906448	GCA_019360055.1		antigen_formula=9:a:e,n,z15,serotype=Durban
Salmonella enterica	HZ271	"HZ271"	Durban	PDT001098576.1	2021-07-27T18:46:40Z	Tanzania: Moshi	environmental	environmental/other	PDS000093723.1	1	32	SAMN13906447	GCA_019360105.1	aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,sul2=COMPLETE,tet(A)=PARTIAL_END_OF_CONTIG	antigen_formula=9:a:e,n,z15,serotype=Durban
Salmonella enterica	HZ269	"HZ269"	Durban	PDT001098577.1	2021-07-27T18:46:53Z	Tanzania: Moshi	environmental	environmental/other	PDS000093723.1	15	11	SAMN13906445	GCA_019360135.1	aph(6)-Id=MISTRANSLATION	antigen_formula=9:a:e,n,z15,serotype=Durban
Salmonella enterica	HZ270	"HZ270"	Durban	PDT001098579.1	2021-07-27T18:46:59Z	Tanzania: Moshi	environmental	environmental/other	PDS000093723.1	0	31	SAMN13906446	GCA_019360175.1		antigen_formula=9:a:e,n,z15,serotype=Durban
Salmonella enterica	HZ216	"HZ216"	Durban	PDT001098617.1	2021-07-27T18:51:27Z	Tanzania: Moshi		environmental/other	PDS000093723.1	0	14	SAMN13906397	GCA_019360925.1		antigen_formula=9:a:e,n,z15,serotype=Durban
Salmonella enterica	HZ217	"HZ217"	Durban	PDT001098618.1	2021-07-27T18:51:33Z	Tanzania: Moshi		environmental/other	PDS000093723.1	0	14	SAMN13906398	GCA_019360955.1		antigen_formula=9:a:e,n,z15,serotype=Durban
Salmonella enterica	HZ214	"HZ214"	Durban	PDT001098620.1	2021-07-27T18:51:56Z	Tanzania: Moshi		environmental/other	PDS000093723.1	0	32	SAMN13906395	GCA_019360995.1		antigen_formula=9:a:e,n,z15,serotype=Durban
Salmonella enterica	HZ215	"HZ215"	Durban	PDT001098621.1	2021-07-27T18:51:58Z	Tanzania: Moshi		environmental/other	PDS000093723.1	0	32	SAMN13906396	GCA_019361005.1		antigen_formula=9:a:e,n,z15,serotype=Durban
Salmonella enterica	HZ259	"HZ259"	II 1,4,12,27:e,n,x:e,n,x	PDT001088809.1	2021-07-08T13:46:38Z	Tanzania: Arusha	environmental	environmental/other	PDS000092847.2	0		SAMN13906435	GCA_019173645.1		antigen_formula=4:z:e,n,x,serotype=II [1],4,12,27:z:e,n,x
