#Organism group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation source	Isolation type	SNP cluster	Min-same	Min-diff	BioSample	Assembly	AMR genotypes	Computed types
Salmonella enterica	CFSAN031766	"CFSAN031766","ICOPHAI16866","SRS1238895"	Virchow	PDT000105551.2	2016-02-05T15:24:53Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000030852.3	0	0	SAMN03577299	GCA_008866145.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica	CFSAN031761	"CFSAN031761","ICOPHAI16861","SRS1238894"	Typhimurium var.copenhagen	PDT000105552.2	2016-02-05T15:24:53Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000030861.4	2	31	SAMN03577294	GCA_010739465.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	CFSAN031756	"CFSAN031756","ICOPHAI16856","SRS1238893"	Saintpaul	PDT000105553.2	2016-02-05T15:24:53Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000030862.1	2	3	SAMN03577289	GCA_010677845.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	CFSAN031759	"CFSAN031759","ICOPHAI16859","SRS1238897"	Typhimurium	PDT000105556.3	2016-02-05T15:24:54Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000026729.48	42	13	SAMN03577292	GCA_007756815.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	CFSAN031764	"CFSAN031764","ICOPHAI16864","SRS1238896"	Virchow	PDT000105557.2	2016-02-05T15:24:54Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000030852.3	0	0	SAMN03577297	GCA_008866205.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica	CFSAN031679	"CFSAN031679","ICOPHAI7739","SRS1238904"		PDT000105558.2	2016-02-05T15:24:54Z	Ethiopia	feces swine	environmental/other	PDS000030868.1	1		SAMN03577212	GCA_006893185.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	CFSAN031669	"CFSAN031669","ICOPHAI7729","SRS1238903"		PDT000105559.2	2016-02-05T15:24:54Z	Ethiopia	feces swine	environmental/other	PDS000030868.1	1		SAMN03577202	GCA_016326705.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	CFSAN031674	"CFSAN031674","ICOPHAI7734","SRS1238901"		PDT000105560.2	2016-02-05T15:24:54Z	Ethiopia	feces swine	environmental/other	PDS000030872.2	3		SAMN03577207	GCA_006891875.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=8:d:1,2,serotype=Muenchen
Salmonella enterica	CFSAN031684	"CFSAN031684","ICOPHAI7744","SRS1238902"		PDT000105561.2	2016-02-05T15:24:54Z	Ethiopia	feces swine	environmental/other	PDS000030868.1	1		SAMN03577217	GCA_006892365.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	CFSAN031682	"CFSAN031682","ICOPHAI7742","SRS1238900"		PDT000105562.2	2016-02-05T15:24:54Z	Ethiopia	feces swine	environmental/other	PDS000030868.1	0		SAMN03577215	GCA_006893345.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	CFSAN031687	"CFSAN031687","ICOPHAI7747","SRS1238905"		PDT000105564.2	2016-02-05T15:24:54Z	Ethiopia	feces swine	environmental/other	PDS000030868.1	0		SAMN03577220	GCA_006893025.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	CFSAN031667	"CFSAN031667","ICOPHAI7727","SRS1238914"		PDT000105565.2	2016-02-05T15:24:54Z	Ethiopia	feces swine	environmental/other	PDS000030868.1	1		SAMN03577200	GCA_006892055.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	CFSAN031680	"CFSAN031680","ICOPHAI7740","SRS1238913"		PDT000105566.2	2016-02-05T15:24:54Z	Ethiopia	feces swine	environmental/other	PDS000030868.1	1		SAMN03577213	GCA_005899345.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	CFSAN031675	"CFSAN031675","ICOPHAI7735","SRS1238912"		PDT000105567.2	2016-02-05T15:24:54Z	Ethiopia	feces swine	environmental/other	PDS000030872.2	0		SAMN03577208	GCA_005899525.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=8:d:1,2,serotype=Muenchen
Salmonella enterica	CFSAN031670	"CFSAN031670","ICOPHAI7730","SRS1238910"		PDT000105569.2	2016-02-05T15:24:54Z	Ethiopia	feces swine	environmental/other	PDS000030868.1	2		SAMN03577203	GCA_006893125.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	CFSAN031683	"CFSAN031683","ICOPHAI7743","SRS1238909"		PDT000105570.2	2016-02-05T15:24:54Z	Ethiopia	feces swine	environmental/other	PDS000030868.1	0		SAMN03577216	GCA_006892885.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	CFSAN031688	"CFSAN031688","ICOPHAI7748","SRS1238908"		PDT000105571.2	2016-02-05T15:24:54Z	Ethiopia	feces swine	environmental/other	PDS000030868.1	5		SAMN03577221	GCA_006891775.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	CFSAN031668	"CFSAN031668","ICOPHAI7728","SRS1238907"		PDT000105572.2	2016-02-05T15:24:54Z	Ethiopia	feces swine	environmental/other	PDS000030868.1	0		SAMN03577201	GCA_016333975.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	CFSAN031681	"CFSAN031681","ICOPHAI7741","SRS1238918"		PDT000105574.2	2016-02-05T15:24:54Z	Ethiopia	feces swine	environmental/other	PDS000030868.1	1		SAMN03577214	GCA_016333095.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	CFSAN031686	"CFSAN031686","ICOPHAI7746","SRS1238916"		PDT000105576.2	2016-02-05T15:24:54Z	Ethiopia	feces swine	environmental/other	PDS000030868.1	0		SAMN03577219	GCA_006891755.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	CFSAN031671	"CFSAN031671","ICOPHAI7731","SRS1238915"		PDT000105577.2	2016-02-05T15:24:54Z	Ethiopia	feces swine	environmental/other	PDS000030868.1	0		SAMN03577204	GCA_006891835.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	CFSAN031734	"CFSAN031734","ICOPHAI7815","SRS1260355"		PDT000105578.2	2016-02-05T15:24:55Z	Ethiopia	bovine minced meat	environmental/other	PDS000032161.1	4	3	SAMN03577267	GCA_006892115.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=8:e,h:1,2,serotype=Newport
Salmonella enterica	CFSAN031747	"CFSAN031747","ICOPHAI16845","SRS1260354"	Kentucky	PDT000105579.2	2016-02-05T15:24:55Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000027970.439	2	2	SAMN03577280	GCA_011533805.1	aac(3)-Id=COMPLETE,aadA7=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,gyrA_D87G=POINT,gyrA_S83F=POINT,mdsA=COMPLETE,mdsB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031752	"CFSAN031752","ICOPHAI16852","SRS1260352"	Saintpaul	PDT000105580.2	2016-02-05T15:24:55Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000030862.1	8	11	SAMN03577285	GCA_010739455.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	CFSAN031742	"CFSAN031742","ICOPHAI16840","SRS1260351"	1:6,7,14-:I,w	PDT000105581.2	2016-02-05T15:24:55Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000032161.1	1	5	SAMN03577275	GCA_010740135.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=8:e,h:1,2,serotype=Newport
Salmonella enterica	CFSAN031737	"CFSAN031737","ICOPHAI7820","SRS1260349"		PDT000105582.2	2016-02-05T15:24:55Z	Ethiopia	chicken carcass	environmental/other	PDS000032161.1	5	4	SAMN03577270	GCA_004218025.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=8:e,h:1,2,serotype=Newport
Salmonella enterica	CFSAN031750	"CFSAN031750","ICOPHAI16850","SRS1260350"	Livingstone	PDT000105583.2	2016-02-05T15:24:55Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000031714.20	4	13	SAMN03577283	GCA_009999465.1	gyrA_S83F=POINT,mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=7:d:l,w,serotype=Livingstone
Salmonella enterica	CFSAN031745	"CFSAN031745","ICOPHAI16843","SRS1260362"	Dublin	PDT000105584.3	2016-02-05T15:24:55Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000030864.2	3		SAMN03577278	GCA_007757675.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:g,p:-,serotype=Dublin
Salmonella enterica	CFSAN031735	"CFSAN031735","ICOPHAI7816","SRS1260360"		PDT000105585.2	2016-02-05T15:24:55Z	Ethiopia	chicken carcass	environmental/other	PDS000030865.1	15		SAMN03577268	GCA_005899565.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=7:e,h:e,n,z15,serotype=Braenderup
Salmonella enterica	CFSAN031753	"CFSAN031753","ICOPHAI16853","SRS1260359"	Saintpaul	PDT000105587.2	2016-02-05T15:24:55Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000030862.1	1	2	SAMN03577286	GCA_007192705.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	CFSAN031748	"CFSAN031748","ICOPHAI16846","SRS1260358"	Kentucky	PDT000105588.2	2016-02-05T15:24:55Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000027970.439	0	0	SAMN03577281	GCA_011554215.1	aac(3)-Id=COMPLETE,aadA7=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,gyrA_D87G=POINT,gyrA_S83F=POINT,mdsA=COMPLETE,mdsB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031743	"CFSAN031743","ICOPHAI16841","SRS1260357"	Aberdeen	PDT000105589.2	2016-02-05T15:24:55Z	Ethiopia	feces (Bos taurus)	environmental/other				SAMN03577276	GCA_011102795.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=11:i:1,2,serotype=Aberdeen
Salmonella enterica	CFSAN031738	"CFSAN031738","ICOPHAI7821","SRS1260368"		PDT000105591.2	2016-02-05T15:24:55Z	Ethiopia	chicken carcass	environmental/other	PDS000032161.1	19	19	SAMN03577271	GCA_006891975.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=8:e,h:1,2,serotype=Newport
Salmonella enterica	CFSAN031751	"CFSAN031751","ICOPHAI16851","SRS1260366"	Mikawasima	PDT000105592.2	2016-02-05T15:24:55Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000030863.1	1		SAMN03577284	GCA_007477745.1	fosA7=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=7:y:e,n,z15,serotype=Mikawasima
Salmonella enterica	CFSAN031746	"CFSAN031746","ICOPHAI16844","SRS1260365"	Dublin	PDT000105593.2	2016-02-05T15:24:55Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000030864.2	3		SAMN03577279	GCA_008846485.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:g,p:-,serotype=Dublin
Salmonella enterica	CFSAN031736	"CFSAN031736","ICOPHAI7818","SRS1260363"		PDT000105595.2	2016-02-05T15:24:55Z	Ethiopia	bovine minced meat	environmental/other				SAMN03577269	GCA_006893135.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	CFSAN031754	"CFSAN031754","ICOPHAI16854","SRS1260372"	Saintpaul	PDT000105596.2	2016-02-05T15:24:55Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000030862.1	0	3	SAMN03577287	GCA_010738495.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	CFSAN031749	"CFSAN031749","ICOPHAI16847","SRS1260371"	Kentucky	PDT000105597.2	2016-02-05T15:24:55Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000027970.439	0	0	SAMN03577282	GCA_010960735.1	aac(3)-Id=COMPLETE,aadA7=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,gyrA_D87G=POINT,gyrA_S83F=POINT,mdsA=COMPLETE,mdsB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031744	"CFSAN031744","ICOPHAI16842","SRS1260370"	Dublin	PDT000105598.2	2016-02-05T15:24:55Z	Ethiopia	feces (Bos taurus)	environmental/other	PDS000030864.2	3		SAMN03577277	GCA_008846545.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:g,p:-,serotype=Dublin
Salmonella enterica	CFSAN031656	"CFSAN031656","ICOPHAI7716","SRS1260378"		PDT000105600.2	2016-02-05T15:24:55Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	13		SAMN03577189	GCA_006892385.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN031651	"CFSAN031651","ICOPHAI7711","SRS1260376"		PDT000105602.2	2016-02-05T15:24:55Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	13		SAMN03577184	GCA_006893425.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN031659	"CFSAN031659","ICOPHAI7719","SRS1260375"		PDT000105603.2	2016-02-05T15:24:56Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	0		SAMN03577192	GCA_006891715.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN031664	"CFSAN031664","ICOPHAI7724","SRS1260374"		PDT000105604.2	2016-02-05T15:24:56Z	Ethiopia	feces swine	environmental/other	PDS000030868.1	1		SAMN03577197	GCA_016326505.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	CFSAN031657	"CFSAN031657","ICOPHAI7717","SRS1260385"		PDT000105605.2	2016-02-05T15:24:56Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	0		SAMN03577190	GCA_006891815.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN031652	"CFSAN031652","ICOPHAI7712","SRS1260384"		PDT000105606.2	2016-02-05T15:24:56Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	6		SAMN03577185	GCA_006893005.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN031662	"CFSAN031662","ICOPHAI7722","SRS1260383"		PDT000105607.2	2016-02-05T15:24:56Z	Ethiopia	feces swine	environmental/other	PDS000030868.1	0		SAMN03577195	GCA_006892485.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	CFSAN031647	"CFSAN031647","ICOPHAI7707","SRS1260382"		PDT000105608.2	2016-02-05T15:24:56Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	16		SAMN03577180	GCA_006892805.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN031655	"CFSAN031655","ICOPHAI7715","SRS1260380"		PDT000105609.2	2016-02-05T15:24:56Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	2		SAMN03577188	GCA_006892505.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN031660	"CFSAN031660","ICOPHAI7720","SRS1260379"		PDT000105610.2	2016-02-05T15:24:56Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	0		SAMN03577193	GCA_006892225.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN031665	"CFSAN031665","ICOPHAI7725","SRS1260392"		PDT000105611.2	2016-02-05T15:24:56Z	Ethiopia	feces swine	environmental/other	PDS000030868.1	2		SAMN03577198	GCA_006892265.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	CFSAN031658	"CFSAN031658","ICOPHAI7718","SRS1260391"		PDT000105612.2	2016-02-05T15:24:56Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	0		SAMN03577191	GCA_006891695.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN031653	"CFSAN031653","ICOPHAI7713","SRS1260390"		PDT000105613.2	2016-02-05T15:24:56Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	0		SAMN03577186	GCA_006891635.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN031663	"CFSAN031663","ICOPHAI7723","SRS1260389"		PDT000105614.2	2016-02-05T15:24:56Z	Ethiopia	feces swine	environmental/other	PDS000030868.1	0		SAMN03577196	GCA_006892345.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	CFSAN031661	"CFSAN031661","ICOPHAI7721","SRS1260387"		PDT000105615.2	2016-02-05T15:24:56Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	0		SAMN03577194	GCA_006893885.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN031666	"CFSAN031666","ICOPHAI7726","SRS1260388"		PDT000105616.2	2016-02-05T15:24:56Z	Ethiopia	feces swine	environmental/other	PDS000030868.1	6		SAMN03577199	GCA_006894645.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	CFSAN031573	"CFSAN031573","ICOPHAI11593","SRS1268478"	Newport	PDT000105617.3	2016-02-05T15:24:56Z	Ethiopia	bovine rumen	environmental/other	PDS000030876.3	1		SAMN03577106	GCA_007757115.1	mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:e,h:1,2,serotype=Newport
Salmonella enterica	CFSAN031632	"CFSAN031632","ICOPHAI7692","SRS1268482"		PDT000105619.2	2016-02-05T15:24:56Z	Ethiopia	feces swine	environmental/other	PDS000030611.1	2		SAMN03577165	GCA_006894765.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=11:r:e,n,x,serotype=Rubislaw
Salmonella enterica	CFSAN031621	"CFSAN031621","ICOPHAI7681","SRS1269689"		PDT000105620.2	2016-02-05T15:24:56Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	3		SAMN03577154	GCA_006894305.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN031616	"CFSAN031616","ICOPHAI7676","SRS1269688"		PDT000105621.2	2016-02-05T15:24:56Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	0		SAMN03577149	GCA_006892615.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN031606	"CFSAN031606","ICOPHAI7666","SRS1269687"		PDT000105622.2	2016-02-05T15:24:56Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	0		SAMN03577139	GCA_006893595.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN031611	"CFSAN031611","ICOPHAI7671","SRS1269686"		PDT000105623.2	2016-02-05T15:24:56Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	1		SAMN03577144	GCA_006892525.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN031619	"CFSAN031619","ICOPHAI7679","SRS1269685"		PDT000105624.2	2016-02-05T15:24:56Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	2		SAMN03577152	GCA_006893545.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN031609	"CFSAN031609","ICOPHAI7669","SRS1269693"		PDT000105625.2	2016-02-05T15:24:56Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	0		SAMN03577142	GCA_006894145.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN031604	"CFSAN031604","ICOPHAI7664","SRS1269694"		PDT000105626.2	2016-02-05T15:24:56Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	1		SAMN03577137	GCA_006894885.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN031622	"CFSAN031622","ICOPHAI7682","SRS1269695"		PDT000105627.2	2016-02-05T15:24:57Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	0		SAMN03577155	GCA_006894565.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN031607	"CFSAN031607","ICOPHAI7667","SRS1269691"		PDT000105628.2	2016-02-05T15:24:57Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	0		SAMN03577140	GCA_006894125.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN031617	"CFSAN031617","ICOPHAI7677","SRS1269692"		PDT000105629.2	2016-02-05T15:24:57Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	0		SAMN03577150	GCA_006893645.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN031620	"CFSAN031620","ICOPHAI7680","SRS1269696"		PDT000105631.2	2016-02-05T15:24:57Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	0		SAMN03577153	GCA_006894425.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN031605	"CFSAN031605","ICOPHAI7665","SRS1269700"		PDT000105632.2	2016-02-05T15:24:57Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	0		SAMN03577138	GCA_006894745.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN031615	"CFSAN031615","ICOPHAI7675","SRS1269699"		PDT000105633.2	2016-02-05T15:24:57Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	0		SAMN03577148	GCA_006896885.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN031603	"CFSAN031603","ICOPHAI7663","SRS1269698"		PDT000105634.2	2016-02-05T15:24:57Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	2		SAMN03577136	GCA_006894625.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN031618	"CFSAN031618","ICOPHAI7678","SRS1269697"		PDT000105635.2	2016-02-05T15:24:57Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	1		SAMN03577151	GCA_006894465.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN031654	"CFSAN031654","ICOPHAI7714","SRS1307910"		PDT000108317.2	2016-02-23T23:23:18Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	0		SAMN03577187	GCA_004222735.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN031650	"CFSAN031650","ICOPHAI7710","SRS1307916"		PDT000108320.2	2016-02-23T23:23:18Z	Ethiopia	feces swine	environmental/other	PDS000030873.2	1		SAMN03577183	GCA_006896125.1	mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN031509	"CFSAN031509","ICOPHAI11528","SRS1691847"	I:6,8:-:enx	PDT000148773.2	2016-09-14T21:17:53Z	Ethiopia	swine carcass	environmental/other	PDS000129878.127	0	39	SAMN03577042	GCA_010507315.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:z10:e,n,x,serotype=Hadar
Salmonella enterica	CFSAN031510	"CFSAN031510","ICOPHAI11529","SRS1691848"	I:6,8:-:enx	PDT000148774.2	2016-09-14T21:17:53Z	Ethiopia	swine caecum	environmental/other	PDS000129878.127	0	39	SAMN03577043	GCA_010539895.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:z10:e,n,x,serotype=Hadar
Salmonella enterica	CFSAN031511	"CFSAN031511","ICOPHAI11530","SRS1691849"	I:6,8:z10:-	PDT000148775.2	2016-09-14T21:17:53Z	Ethiopia	swine carcass	environmental/other	PDS000129878.127	1	40	SAMN03577044	GCA_011413975.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:z10:e,n,x,serotype=Hadar
Salmonella enterica	CFSAN031512	"CFSAN031512","ICOPHAI11531","SRS1691850"	I:9,12:-:-	PDT000148776.2	2016-09-14T21:17:53Z	Ethiopia	swine liver	environmental/other	PDS000030883.5	6	18	SAMN03577045	GCA_010734395.1	gyrA_S83F=POINT,mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	CFSAN031513	"CFSAN031513","ICOPHAI11532","SRS1691851"	I:9,12:-:-	PDT000148777.2	2016-09-14T21:17:53Z	Ethiopia	swine lymph node	environmental/other	PDS000030883.5	9	21	SAMN03577046	GCA_007763755.1	gyrA_S83F=POINT,mdsA=COMPLETE,mdsB=COMPLETE	antigen_formula=-:-:-,serotype=I -:-:-
