#Organism group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation source	Isolation type	SNP cluster	Min-same	Min-diff	BioSample	Assembly	AMR genotypes core	Computed types
Salmonella enterica		"2015EL-1256","SRS10140925"	Typhi	PDT001129256.1	2021-09-14T03:36:46Z	Uganda		clinical	PDS000002867.904	1	13	SAMN21359551	GCA_020182135.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,gyrA_S83Y=POINT,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=-:-:-,serotype=I -:-:-
Salmonella enterica		"2015EL-1247","SRS10140924"	Typhi	PDT001129257.1	2021-09-14T03:36:46Z	Uganda		clinical	PDS000002867.904	0	12	SAMN21359542	GCA_020182095.1	gyrA_S83Y=POINT	antigen_formula=-:-:-,serotype=I -:-:-
Salmonella enterica		"2015EL-1245","SRS10140923"	Typhi	PDT001129258.1	2021-09-14T03:36:47Z	Uganda		clinical	PDS000002867.904	0	12	SAMN21359541	GCA_020182115.1	gyrA_S83Y=POINT	antigen_formula=-:-:-,serotype=I -:-:-
Salmonella enterica	FDA241177	"CFSAN014037","FDA00000472","FDA241177","SRS1837013"		PDT000167536.2	2016-12-05T17:30:27Z	Uganda	dried papaya	environmental/other	PDS000001282.14	40	46	SAMN02843857	GCA_005533935.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	NC_P14-17TB	"CFSAN059592","NC_P14-17TB","SRS1996664"		PDT000189268.4	2018-06-26T23:05:28Z	Uganda	poultry	environmental/other	PDS000001282.14	31	50	SAMN06238273	GCA_005537275.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	FDA870836	"CFSAN024694","FDA00008312","FDA870836","SRS744344"	Newport	PDT000042435.3	2015-02-10T18:10:27Z	Uganda	bird eye chili powder	environmental/other	PDS000002190.84	24	16	SAMN03083825	GCA_008023795.1		antigen_formula=8:e,h:1,2,serotype=Newport
Salmonella enterica	NC_P18-05TX	"CFSAN059596","NC_P18-05TX","SRS1997905"		PDT000189467.2	2017-02-23T17:52:28Z	Uganda	poultry	environmental/other	PDS000002190.84	13	12	SAMN06238269	GCA_006925475.1		antigen_formula=8:e,h:1,2,serotype=Newport
Salmonella enterica		"2018K-0283","SRS10140944"	Typhimurium	PDT001129237.1	2021-09-14T03:36:41Z	Uganda		clinical	PDS000030126.6	13		SAMN21359569	GCA_019964595.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	NC_P10-09TB	"CFSAN059590","NC_P10-09TB","SRS1996658"		PDT000189262.2	2017-02-22T22:09:19Z	Uganda	poultry	environmental/other	PDS000093712.4	36	36	SAMN06238275	GCA_006945385.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica		"2018K-0319","SRS10140984"	Enteritidis	PDT001129197.1	2021-09-14T03:36:29Z	Uganda		clinical	PDS000096394.1	1		SAMN21359605	GCA_020134645.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA2=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"2018K-0318","SRS10140982"	Enteritidis	PDT001129198.1	2021-09-14T03:36:30Z	Uganda		clinical	PDS000096394.1	1		SAMN21359604	GCA_020134625.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA2=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"2018K-0304","SRS10140967"	Enteritidis	PDT001129214.1	2021-09-14T03:36:34Z	Uganda		clinical	PDS000096394.1	3		SAMN21359590	GCA_020132935.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,catA2=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"2018K-0292","SRS10140955"	Enteritidis	PDT001129227.1	2021-09-14T03:36:38Z	Uganda		clinical	PDS000096394.1	9		SAMN21359578	GCA_020134365.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA2=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"2018K-0284","SRS10140945"	Enteritidis	PDT001129236.1	2021-09-14T03:36:40Z	Uganda		clinical	PDS000096394.1	1		SAMN21359570	GCA_020136205.1		antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"2018K-0282","SRS10140943"	Enteritidis	PDT001129238.1	2021-09-14T03:36:41Z	Uganda		clinical	PDS000096394.1	4		SAMN21359568	GCA_020134265.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,catA2=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"2018K-0280A","SRS10140942"	Enteritidis	PDT001129240.1	2021-09-14T03:36:41Z	Uganda		clinical	PDS000096394.1	0		SAMN21359566	GCA_020134275.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA2=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"2018K-0279","SRS10140940"	Enteritidis	PDT001129241.1	2021-09-14T03:36:42Z	Uganda		clinical	PDS000096394.1	1		SAMN21359565	GCA_020136275.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA2=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"2018K-0271","SRS10140933"	Enteritidis	PDT001129248.1	2021-09-14T03:36:43Z	Uganda		clinical	PDS000096394.1	1		SAMN21359559	GCA_020136165.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA2=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"2018K-0270","SRS10140932"	Enteritidis	PDT001129249.1	2021-09-14T03:36:44Z	Uganda		clinical	PDS000096394.1	1		SAMN21359558	GCA_020134245.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA2=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"2018K-0269","SRS10140931"	Enteritidis	PDT001129250.1	2021-09-14T03:36:44Z	Uganda		clinical	PDS000096394.1	0		SAMN21359557	GCA_020134405.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA2=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	NC_P04-06TX	"CFSAN059569","NC_P04-06TX","SRS1974360"		PDT000187640.2	2017-02-14T17:40:51Z	Uganda	poultry	environmental/other	PDS000029760.1	0		SAMN06240013	GCA_005986085.1	tet(A)=COMPLETE	antigen_formula=3,10:k:1,5,serotype=Zanzibar
Salmonella enterica	NC_P04-01GX	"CFSAN059565","NC_P04-01GX","SRS1974364"		PDT000187643.2	2017-02-14T17:40:51Z	Uganda	poultry	environmental/other	PDS000029760.1	0		SAMN06240017	GCA_005987405.1	tet(A)=COMPLETE	antigen_formula=3,10:k:1,5,serotype=Zanzibar
Salmonella enterica	NC_P04-02GX	"CFSAN059566","NC_P04-02GX","SRS1974367"		PDT000187645.2	2017-02-14T17:40:52Z	Uganda	poultry	environmental/other	PDS000029760.1	2		SAMN06240016	GCA_006944305.1	tet(A)=COMPLETE	antigen_formula=3,10:k:1,5,serotype=Zanzibar
Salmonella enterica	NC_P04-04GX	"CFSAN059568","NC_P04-04GX","SRS1974537"		PDT000187649.2	2017-02-14T17:40:52Z	Uganda	poultry	environmental/other	PDS000029760.1	0		SAMN06240014	GCA_006044915.1	tet(A)=COMPLETE	antigen_formula=3,10:k:1,5,serotype=Zanzibar
Salmonella enterica	NC_P04-08GX	"CFSAN059571","NC_P04-08GX","SRS1974609"		PDT000187659.2	2017-02-14T17:40:54Z	Uganda	poultry	environmental/other	PDS000029760.1	0		SAMN06240092	GCA_006044955.1	tet(A)=COMPLETE	antigen_formula=3,10:k:1,5,serotype=Zanzibar
Salmonella enterica	NC_P04-07TX	"CFSAN059570","NC_P04-07TX","SRS1974624"		PDT000187661.2	2017-02-14T17:40:54Z	Uganda	poultry	environmental/other	PDS000029760.1	0		SAMN06240012	GCA_006945325.1		antigen_formula=3,10:k:1,5,serotype=Zanzibar
Salmonella enterica	NC_P04-03TX	"CFSAN059567","NC_P04-03TX","SRS1974625"		PDT000187662.2	2017-02-14T17:40:55Z	Uganda	poultry	environmental/other	PDS000029760.1	0		SAMN06240015	GCA_005437485.1	tet(A)=COMPLETE	antigen_formula=3,10:k:1,5,serotype=Zanzibar
Salmonella enterica	NC_P04-12TX	"CFSAN059573","NC_P04-12TX","SRS1974631"		PDT000187667.2	2017-02-14T17:40:55Z	Uganda	poultry	environmental/other	PDS000029760.1	4		SAMN06240090	GCA_005987765.1	tet(A)=COMPLETE	antigen_formula=3,10:k:1,5,serotype=Zanzibar
Salmonella enterica		"2018K-0293","SRS10140954"	4,[5],12:i:-	PDT001129226.1	2021-09-14T03:36:38Z	Uganda		clinical	PDS000077139.3			SAMN21359579	GCA_020136355.1	aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA1=COMPLETE,dfrA1=PARTIAL_END_OF_CONTIG,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"2018K-0296","SRS10140958"	Typhimurium	PDT001129222.1	2021-09-14T03:36:36Z	Uganda		clinical	PDS000096032.1	1		SAMN21359582	GCA_019964955.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"2018K-0295","SRS10140957"	Typhimurium	PDT001129223.1	2021-09-14T03:36:37Z	Uganda		clinical	PDS000096032.1	0		SAMN21359581	GCA_019964975.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"2018K-0294","SRS10140956"	Typhimurium	PDT001129225.1	2021-09-14T03:36:37Z	Uganda		clinical	PDS000096032.1	2		SAMN21359580	GCA_019964995.1	aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA1=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"2018K-0289","SRS10140951"	Typhimurium	PDT001129230.1	2021-09-14T03:36:39Z	Uganda		clinical	PDS000096032.1	1		SAMN21359575	GCA_019964935.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"2018K-0276","SRS10140937"	Typhimurium	PDT001129244.1	2021-09-14T03:36:42Z	Uganda		clinical	PDS000096032.1	0		SAMN21359562	GCA_019964535.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	NC_P14-16TX	"CFSAN059591","NC_P14-16TX","SRS1996651"		PDT000189255.2	2017-02-22T22:09:18Z	Uganda	poultry	environmental/other	PDS000020296.5		2	SAMN06238274	GCA_005534635.1	qnrS13=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:e,h:1,2,serotype=Newport
Salmonella enterica	NC_C21-10TX	"CFSAN059602","NC_C21-10TX","SRS1997914"		PDT000189475.2	2017-02-23T17:52:29Z	Uganda	cattle	environmental/other	PDS000029761.1	1		SAMN06238263	GCA_006945565.1		antigen_formula=28:k:1,2,serotype=Guildford
Salmonella enterica	NC_C21-06TX	"CFSAN059600","NC_C21-06TX","SRS1997917"		PDT000189476.2	2017-02-23T17:52:30Z	Uganda	cattle	environmental/other	PDS000029761.1	0		SAMN06238265	GCA_006927375.1		antigen_formula=28:k:1,2,serotype=Guildford
Salmonella enterica	NC_C21-09TX	"CFSAN059601","NC_C21-09TX","SRS1997915"		PDT000189477.2	2017-02-23T17:52:30Z	Uganda	cattle	environmental/other	PDS000029761.1	0		SAMN06238264	GCA_005676295.1		antigen_formula=28:k:1,2,serotype=Guildford
Salmonella enterica	NC_C21-04TX	"CFSAN059599","NC_C21-04TX","SRS1997918"		PDT000189479.2	2017-02-23T17:52:30Z	Uganda	cattle	environmental/other	PDS000029761.1	0		SAMN06238266	GCA_006956305.1		antigen_formula=28:k:1,2,serotype=Guildford
Salmonella enterica		"2018K-0286","SRS10140948"	Typhimurium	PDT001129233.1	2021-09-14T03:36:40Z	Uganda		clinical	PDS000096056.1	1		SAMN21359572	GCA_019964615.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica		"2018K-0281","SRS10140941"	Typhimurium	PDT001129239.1	2021-09-14T03:36:41Z	Uganda		clinical	PDS000096056.1	1		SAMN21359567	GCA_019964555.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	NC_P01-14TX	"CFSAN059550","NC_P01-14TX","SRS1959679"		PDT000185650.2	2017-02-06T21:33:57Z	Uganda	poultry	environmental/other	PDS000029757.1	1		SAMN06240032	GCA_016371045.1	aadA1=COMPLETE,blaTEM-1=COMPLETE,sul3=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	NC_P01-18TB	"CFSAN059552","NC_P01-18TB","SRS1959712"		PDT000185683.2	2017-02-06T21:34:03Z	Uganda	poultry	environmental/other	PDS000029757.1	1		SAMN06240030	GCA_005534395.1	aadA1=COMPLETE,blaTEM-1=COMPLETE,sul3=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	FDA439955-1a	"CFSAN016182","FDA00002617","FDA439955-1a","SRS2474666"	Give	PDT000237282.3	2017-08-29T01:38:02Z	Uganda	sesame seed	environmental/other	PDS000047446.1	7		SAMN02846001	GCA_007765155.1		antigen_formula=3,10:l,v:1,7,serotype=Give
Salmonella enterica	FDA439955-2b	"CFSAN016185","FDA00002620","FDA439955-2b","SRS2474696"	Bonn	PDT000237300.2	2017-08-29T02:42:25Z	Uganda	sesame seed	environmental/other	PDS000047446.1	7		SAMN02846004	GCA_016562765.1		antigen_formula=3,10:l,v:1,7,serotype=Give
Salmonella enterica	NC_P20-16TB	"CFSAN059597","NC_P20-16TB","SRS1997904"		PDT000189466.2	2017-02-23T17:52:28Z	Uganda	poultry	environmental/other	PDS000047984.1		30	SAMN06238268	GCA_005989025.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	NC_P09-12TX	"CFSAN059588","NC_P09-12TX","SRS1996649"		PDT000189253.2	2017-02-22T22:09:17Z	Uganda	poultry	environmental/other	PDS000121802.26	7	9	SAMN06238257	GCA_005988065.1		antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	NC_P09-13TX	"CFSAN059589","NC_P09-13TX","SRS1996659"		PDT000189263.2	2017-02-22T22:09:20Z	Uganda	poultry	environmental/other	PDS000121802.26	5	3	SAMN06238276	GCA_016370645.1		antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	NC_P09-11TB	"CFSAN059587","NC_P09-11TB","SRS1996666"		PDT000189270.2	2017-02-22T22:09:21Z	Uganda	poultry	environmental/other	PDS000121802.26	5	6	SAMN06238258	GCA_016370605.1		antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	NC_C06-06TX	"CFSAN059598","NC_C06-06TX","SRS1997920"		PDT000189481.2	2017-02-23T17:52:31Z	Uganda	cattle	environmental/other	PDS000121802.26	8	5	SAMN06238267	GCA_006044755.1		antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	ILBSalm5484218	"ERS217419","ILBSalm5484218","SAEN6442-sc-2013-02-27T10:30:18Z-1577248"	Enteritidis	PDT000030914.2	2014-05-28T14:43:29Z	Uganda	blood	clinical	PDS000074062.23	0		SAMEA1963978	GCA_009628035.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA2=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	ILBSalm5484219	"ERS217420","ILBSalm5484219","SAEN6474-sc-2013-02-27T10:30:19Z-1577249"	Enteritidis	PDT000031086.2	2014-05-29T14:23:27Z	Uganda	feces	clinical	PDS000074062.23	0		SAMEA2054486	GCA_009628975.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA2=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	H2473	"ERS4874463","H2473","SAL_BB5427AA"	enteritidis	PDT000910128.1	2020-12-12T02:31:10Z	Uganda			PDS000074062.23			SAMEA7113916		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA2=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	H2481	"ERS4874714","H2481","SAL_BB8377AA"	enteritidis	PDT000910379.1	2020-12-12T02:32:46Z	Uganda			PDS000074062.23			SAMEA7114167		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA2=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	H2478	"ERS4875453","H2478","SAL_BB5428AA"	enteritidis	PDT000911117.1	2020-12-12T02:36:41Z	Uganda			PDS000074062.23			SAMEA7114907		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA2=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"2018K-0310","SRS10140974"	Enteritidis	PDT001129207.1	2021-09-14T03:36:32Z	Uganda		clinical	PDS000074062.23	3		SAMN21359596	GCA_020134545.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA2=COMPLETE,catA2=PARTIAL_END_OF_CONTIG,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"2018K-0298","SRS10140961"	Enteritidis	PDT001129220.1	2021-09-14T03:36:36Z	Uganda		clinical	PDS000074062.23	31		SAMN21359584	GCA_020132915.1	aac(3)-IId=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA2=COMPLETE,dfrA7=PARTIAL_END_OF_CONTIG,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"2018K-0285A","SRS10140947"	Enteritidis	PDT001129234.1	2021-09-14T03:36:40Z	Uganda		clinical	PDS000074062.23	3		SAMN21359571	GCA_020134385.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA2=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"2018K-0277","SRS10140939"	Enteritidis	PDT001129243.1	2021-09-14T03:36:42Z	Uganda		clinical	PDS000074062.23	15		SAMN21359563	GCA_020134255.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA2=COMPLETE,catA2=PARTIAL_END_OF_CONTIG,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica		"2018K-0273","SRS10140934"	Enteritidis	PDT001129247.1	2021-09-14T03:36:43Z	Uganda		clinical	PDS000074062.23	5		SAMN21359560	GCA_020139195.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA2=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	2009K-0477	"2009K-0477","351989","SRS666481"	Enteritidis	PDT001594251.1	2023-01-27T22:19:40Z	Uganda		clinical	PDS000074062.23	22		SAMN02941051		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA2=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	2009K-0479	"2009K-0479","352016","SRS666482"	Enteritidis	PDT001594878.1	2023-01-27T23:55:43Z	Uganda		clinical	PDS000074062.23	26		SAMN02941052		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA2=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	2517	"2517","ERS4873996","SAL_BB6195AA"	Isangi	PDT000909661.1	2020-12-11T23:31:37Z	Uganda			PDS000077408.1			SAMEA7113449		aac(3)-IIe=COMPLETE,aac(6')-Ib=COMPLETE,aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,arr-2=COMPLETE,blaOXA-10=COMPLETE,blaSCO-1=COMPLETE,blaSHV-5=COMPLETE,blaTEM-131=COMPLETE,cmlA5=COMPLETE,dfrA14=COMPLETE,dfrA23=COMPLETE,floR=COMPLETE,mph(A)=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=7:d:1,5,serotype=Isangi
Salmonella enterica	868U	"868U","868U-sc-2010-05-07-42485","ERS009041"	Typhimurium	PDT000437032.1	2019-01-14T17:57:13Z	Uganda	blood	clinical	PDS000065150.22	2	39	SAMEA788925	GCA_012172495.1	aadA1=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,sul1=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	6325U	"6325U","6325U-sc-2010-05-07-42486","ERS009042"	Typhimurium	PDT000437033.1	2019-01-14T17:57:13Z	Uganda	blood	clinical	PDS000065150.22	7	38	SAMEA788917	GCA_012171915.1	aadA1=COMPLETE,ant(2'')-Ia=COMPLETE,blaOXA-1=COMPLETE,dfrA23=COMPLETE,sul1=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	958U	"958U","958U-sc-2010-05-07-42479","ERS009035"	Typhimurium	PDT000437037.1	2019-01-14T17:57:14Z	Uganda	blood	clinical	PDS000065150.22	4	41	SAMEA788861	GCA_012172455.1	aadA1=COMPLETE,ant(2'')-Ia=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,dfrA23=COMPLETE,sul1=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	5897U	"5897U","5897U-sc-2010-05-07-42481","ERS009037"	Typhimurium	PDT000437039.1	2019-01-14T17:57:15Z	Uganda	blood	clinical	PDS000065150.22	7	43	SAMEA788859	GCA_012172535.1	aadA1=COMPLETE,ant(2'')-Ia=COMPLETE,blaOXA-1=COMPLETE,dfrA23=COMPLETE,sul1=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	334U	"334U","334U-sc-2010-05-07-42488","ERS009044"	Typhimurium	PDT000437043.1	2019-01-14T17:57:16Z	Uganda	blood	clinical	PDS000065150.22	2	39	SAMEA788574	GCA_012172595.1	aadA1=COMPLETE,ant(2'')-Ia=COMPLETE,blaOXA-1=COMPLETE,blaTEM-1=COMPLETE,dfrA23=COMPLETE,sul1=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	NC_P08-15TB	"CFSAN059582","NC_P08-15TB","SRS1996650"		PDT000189254.2	2017-02-22T22:09:18Z	Uganda	poultry	environmental/other	PDS000031736.79	3	22	SAMN06240081	GCA_006956165.1	gyrA_S83Y=POINT,tet(A)=COMPLETE	antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica	NC_P08-18TB	"CFSAN059584","NC_P08-18TB","SRS1996652"		PDT000189256.2	2017-02-22T22:09:18Z	Uganda	poultry	environmental/other	PDS000031736.79	0	22	SAMN06238261	GCA_005988025.1	gyrA_S83Y=POINT,tet(A)=COMPLETE	antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica	NC_P08-14TX	"CFSAN059581","NC_P08-14TX","SRS1996653"		PDT000189257.2	2017-02-22T22:09:18Z	Uganda	poultry	environmental/other	PDS000031736.79	0	23	SAMN06240082	GCA_006926755.1	gyrA_S83Y=POINT,tet(A)=COMPLETE	antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica	NC_P08-20TB	"CFSAN059586","NC_P08-20TB","SRS1996655"		PDT000189259.2	2017-02-22T22:09:19Z	Uganda	poultry	environmental/other	PDS000031736.79	0	23	SAMN06238259	GCA_006944805.1	gyrA_S83Y=POINT,tet(A)=COMPLETE	antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica	NC_P17-16TB	"CFSAN059594","NC_P17-16TB","SRS1996656"		PDT000189260.2	2017-02-22T22:09:19Z	Uganda	poultry	environmental/other	PDS000031736.79	2	24	SAMN06238271	GCA_005437595.1	gyrA_S83Y=POINT,tet(A)=COMPLETE	antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica	NC_P08-19TB	"CFSAN059585","NC_P08-19TB","SRS1996667"		PDT000189271.2	2017-02-22T22:09:21Z	Uganda	poultry	environmental/other	PDS000031736.79	1	23	SAMN06238260	GCA_006944745.1	gyrA_S83Y=POINT,tet(A)=COMPLETE	antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica	NC_P08-17TB	"CFSAN059583","NC_P08-17TB","SRS1996668"		PDT000189272.2	2017-02-22T22:09:22Z	Uganda	poultry	environmental/other	PDS000031736.79	0	22	SAMN06238262	GCA_005988045.1	gyrA_S83Y=POINT,tet(A)=COMPLETE	antigen_formula=7:r:1,2,serotype=Virchow
